Seed,Task,Model,Popsize,Generations,Mutation_rate,Selection_strength,adaptation_rate,richness,variance
43,39,Normal,75000,3e+05,5e-05,0.001,0.0117464,56.0454545454546,37.4329361386139
43,40,Normal,1e+05,4e+05,5e-05,0.001,0.0116454,70.9090909090909,47.3863232673267
43,41,Normal,500,2000,5e-05,0.001,0,1.18181818181818,0.000626950094059406
43,42,Normal,1000,4000,5e-05,0.001,0.000758500000000005,2.68181818181818,0.391240848564356
43,43,Normal,2500,10000,5e-05,0.001,0.0030876,5.13636363636364,2.11752330693069
43,44,Normal,5000,20000,5e-05,0.001,0.005141,9.77272727272727,5.09794638613861
43,45,Normal,7500,30000,5e-05,0.001,0.00622646666666667,11.0454545454545,5.81838420792079
43,46,Normal,10000,40000,5e-05,0.001,0.0070232,14.2272727272727,6.45474995049505
43,47,Normal,25000,1e+05,5e-05,0.001,0.01012386,25.2727272727273,14.0766997029703
43,48,Normal,50000,2e+05,5e-05,0.001,0.011238,43.4545454545455,25.3522168316832
43,49,Normal,75000,3e+05,5e-05,0.001,0.0116208666666667,58.3636363636364,37.1910712871287
43,50,Normal,1e+05,4e+05,5e-05,0.001,0.0123181,69.8181818181818,51.4012336633663
43,51,Normal,500,2000,5e-05,0.001,3.79999999999967e-05,1.13636363636364,0.00152185640270606
43,52,Normal,1000,4000,5e-05,0.001,0.000258500000000005,2.63636363636364,0.507260490594059
43,53,Normal,2500,10000,5e-05,0.001,0.0036616,5.13636363636364,2.75935199009901
43,54,Normal,5000,20000,5e-05,0.001,0.0051803,9.27272727272727,4.48866445544554
43,55,Normal,7500,30000,5e-05,0.001,0.00623573333333333,11.0909090909091,5.80020316831683
43,56,Normal,10000,40000,5e-05,0.001,0.00684735,15,6.86741643564356
43,57,Normal,25000,1e+05,5e-05,0.001,0.00997372,25.6818181818182,14.0753529207921
43,58,Normal,50000,2e+05,5e-05,0.001,0.011324,43.0454545454545,25.9912865841584
43,59,Normal,75000,3e+05,5e-05,0.001,0.0115078,55.2727272727273,36.4019826732673
43,60,Normal,1e+05,4e+05,5e-05,0.001,0.01183975,71.1363636363636,49.0494683168317
43,61,Normal,500,2000,5e-05,0.001,0,1.09090909090909,0.000548447514356436
43,62,Normal,1000,4000,5e-05,0.001,0.000539999999999999,3.54545454545455,0.363924896039604
43,63,Normal,2500,10000,5e-05,0.001,0.003929,6.13636363636364,3.19053806930693
43,64,Normal,5000,20000,5e-05,0.001,0.0053815,8.40909090909091,4.48934163366337
43,65,Normal,7500,30000,5e-05,0.001,0.00625793333333333,12.9545454545455,6.23331559405941
43,66,Normal,10000,40000,5e-05,0.001,0.00650815,13.5909090909091,6.2733499009901
43,67,Normal,25000,1e+05,5e-05,0.001,0.00961106,27,13.2728833663366
43,68,Normal,50000,2e+05,5e-05,0.001,0.0112729,43.4090909090909,25.0877707920792
43,69,Normal,75000,3e+05,5e-05,0.001,0.0115668,53.6363636363636,36.1263717821782
43,70,Normal,1e+05,4e+05,5e-05,0.001,0.01179555,69.5909090909091,48.8148772277228
43,71,Normal,500,2000,5e-05,0.001,-9.30000000000035e-05,1.77272727272727,0.0457803086188119
43,72,Normal,1000,4000,5e-05,0.001,0.000656500000000001,2.5,0.861983745049505
43,73,Normal,2500,10000,5e-05,0.001,0.0027116,5.59090909090909,2.95317738613861
43,74,Normal,5000,20000,5e-05,0.001,0.005754,9.5,5.67760477722772
43,75,Normal,7500,30000,5e-05,0.001,0.00586673333333333,11.7272727272727,5.54108871287129
43,76,Normal,10000,40000,5e-05,0.001,0.0070152,15,6.93930024752475
43,77,Normal,25000,1e+05,5e-05,0.001,0.00979642,27,13.5866561881188
43,78,Normal,50000,2e+05,5e-05,0.001,0.0110835,41.6818181818182,24.6515826732673
43,79,Normal,75000,3e+05,5e-05,0.001,0.0115845333333333,55.5909090909091,36.373051980198
43,80,Normal,1e+05,4e+05,5e-05,0.001,0.0119386,72.0454545454546,48.5767341584158
43,81,Normal,500,2000,5e-05,0.001,0,1.13636363636364,0.00546616321782178
43,82,Normal,1000,4000,5e-05,0.001,0.001825,2.86363636363636,1.17829406336634
43,83,Normal,2500,10000,5e-05,0.001,0.0020786,5.22727272727273,1.52221543564356
43,84,Normal,5000,20000,5e-05,0.001,0.0046037,8.72727272727273,4.45753277227723
43,85,Normal,7500,30000,5e-05,0.001,0.0058844,11.7272727272727,5.2825900990099
43,86,Normal,10000,40000,5e-05,0.001,0.0068213,14.7727272727273,6.97090549504951
43,87,Normal,25000,1e+05,5e-05,0.001,0.00967838,26.9090909090909,13.4971982673267
43,88,Normal,50000,2e+05,5e-05,0.001,0.0115075,41.1818181818182,25.4101222772277
43,89,Normal,75000,3e+05,5e-05,0.001,0.0122244666666667,54.8181818181818,39.0599410891089
43,90,Normal,1e+05,4e+05,5e-05,0.001,0.0118534,71.4545454545455,49.2564396039604
43,91,Normal,500,2000,5e-05,0.001,0,1.22727272727273,0.00405946573019802
43,92,Normal,1000,4000,5e-05,0.001,0.000641500000000001,2.36363636363636,0.875291757920792
43,93,Normal,2500,10000,5e-05,0.001,0.0028608,5.31818181818182,2.60201201980198
43,94,Normal,5000,20000,5e-05,0.001,0.0057791,8.18181818181818,4.35426658415842
43,95,Normal,7500,30000,5e-05,0.001,0.00733446666666667,12.4545454545455,6.61018361386139
43,96,Normal,10000,40000,5e-05,0.001,0.00696265,15,6.37070079207921
43,97,Normal,25000,1e+05,5e-05,0.001,0.00985242,25.9545454545455,13.5975112376238
43,98,Normal,50000,2e+05,5e-05,0.001,0.0115281,39.9090909090909,25.8987594059406
43,99,Normal,75000,3e+05,5e-05,0.001,0.0114893333333333,56.5454545454546,35.8447257425743
43,100,Normal,1e+05,4e+05,5e-05,0.001,0.0123022,69.7272727272727,51.2992415841584
43,101,Normal,500,2000,5e-05,0.001,0,1.09090909090909,0.000192924859405941
43,102,Normal,1000,4000,5e-05,0.001,8.59999999999985e-05,2.31818181818182,0.333053029207921
43,103,Normal,2500,10000,5e-05,0.001,0.0040748,5.09090909090909,2.14458193564356
43,104,Normal,5000,20000,5e-05,0.001,0.0047257,9.68181818181818,4.17524717821782
43,105,Normal,7500,30000,5e-05,0.001,0.00561513333333333,12.3181818181818,4.923555
43,106,Normal,10000,40000,5e-05,0.001,0.00754735,13.9545454545455,7.22821589108911
43,107,Normal,25000,1e+05,5e-05,0.001,0.00973714,25.3636363636364,13.4776398019802
43,108,Normal,50000,2e+05,5e-05,0.001,0.0111819,42.3636363636364,25.5633861386139
43,109,Normal,75000,3e+05,5e-05,0.001,0.0117648,59.2272727272727,36.6852445544554
43,110,Normal,1e+05,4e+05,5e-05,0.001,0.01165925,69.9090909090909,48.3274871287129
43,111,Normal,500,2000,5e-05,0.001,0,1.04545454545455,0.000128691207920792
43,112,Normal,1000,4000,5e-05,0.001,0.000954500000000003,2.40909090909091,2.01899341089109
43,113,Normal,2500,10000,5e-05,0.001,0.0021734,5.40909090909091,1.48174598019802
43,114,Normal,5000,20000,5e-05,0.001,0.0057916,8.68181818181818,5.49297995049505
43,115,Normal,7500,30000,5e-05,0.001,0.00587173333333333,12.0454545454545,4.94622925742574
43,116,Normal,10000,40000,5e-05,0.001,0.00685905,14.2727272727273,6.68563702970297
43,117,Normal,25000,1e+05,5e-05,0.001,0.00991404,27.3181818181818,13.6542867326733
43,118,Normal,50000,2e+05,5e-05,0.001,0.0113961,41.8181818181818,25.688899009901
43,119,Normal,75000,3e+05,5e-05,0.001,0.0116292666666667,57,36.4947514851485
43,120,Normal,1e+05,4e+05,5e-05,0.001,0.0118412,70.8181818181818,48.6334074257426
43,121,Normal,500,2000,5e-05,0.001,0,1.36363636363636,0.0988192362029703
43,122,Normal,1000,4000,5e-05,0.001,0.001718,2.81818181818182,0.889245440792079
43,123,Normal,2500,10000,5e-05,0.001,0.002065,6.04545454545455,1.93953500990099
43,124,Normal,5000,20000,5e-05,0.001,0.0057601,9.40909090909091,5.05114445544554
43,125,Normal,7500,30000,5e-05,0.001,0.00561413333333333,12.5,5.32445400990099
43,126,Normal,10000,40000,5e-05,0.001,0.00727715,13.6818181818182,6.73615747524752
43,127,Normal,25000,1e+05,5e-05,0.001,0.01013794,27.0909090909091,14.386376039604
43,128,Normal,50000,2e+05,5e-05,0.001,0.011281,42.5909090909091,25.7958925742574
43,129,Normal,75000,3e+05,5e-05,0.001,0.0118752,54.1818181818182,37.5975554455446
43,130,Normal,1e+05,4e+05,5e-05,0.001,0.01186825,69.4545454545455,48.810296039604
43,131,Normal,500,2000,5e-05,0.001,-0.000122,1.45454545454545,0.0354317036138614
43,132,Normal,1000,4000,5e-05,0.001,0.000212500000000006,2.27272727272727,0.149816096039604
43,133,Normal,2500,10000,5e-05,0.001,0.0032616,4.54545454545455,2.30641834158416
43,134,Normal,5000,20000,5e-05,0.001,0.0051514,9.54545454545454,4.30602702970297
43,135,Normal,7500,30000,5e-05,0.001,0.0057572,10.9090909090909,5.26500257425743
43,136,Normal,10000,40000,5e-05,0.001,0.00639235,13.8636363636364,6.67434168316832
43,137,Normal,25000,1e+05,5e-05,0.001,0.0097486,26.2727272727273,13.7171264851485
43,138,Normal,50000,2e+05,5e-05,0.001,0.0112773,41.8181818181818,25.1393787128713
43,139,Normal,75000,3e+05,5e-05,0.001,0.0115640666666667,54.0454545454546,36.7176742574257
43,140,Normal,1e+05,4e+05,5e-05,0.001,0.01187655,71.1363636363636,48.5432851485149
43,141,Normal,500,2000,5e-05,0.001,0.000258799999999994,1.13636363636364,0.00839778565346535
43,142,Normal,1000,4000,5e-05,0.001,0.001933,2.22727272727273,0.880230287294685
43,143,Normal,2500,10000,5e-05,0.001,0.0030838,5.13636363636364,2.01891198019802
43,144,Normal,5000,20000,5e-05,0.001,0.0050717,9.59090909090909,4.62191881188119
43,145,Normal,7500,30000,5e-05,0.001,0.00544733333333333,11.6818181818182,5.20833063366337
43,146,Normal,10000,40000,5e-05,0.001,0.00665845,13.8636363636364,6.28707589108911
43,147,Normal,25000,1e+05,5e-05,0.001,0.01034082,26.6818181818182,14.2521864851485
43,148,Normal,50000,2e+05,5e-05,0.001,0.011438,42.2727272727273,25.7634420792079
43,149,Normal,75000,3e+05,5e-05,0.001,0.0118966,57.8181818181818,37.0425559405941
43,150,Normal,1e+05,4e+05,5e-05,0.001,0.01184045,67.8181818181818,47.6829361386139
43,151,Normal,500,2000,5e-05,0.001,0.000162000000000006,1.90909090909091,0.0191043636881188
43,152,Normal,1000,4000,5e-05,0.001,0.000456500000000006,2.40909090909091,0.203906327528005
43,153,Normal,2500,10000,5e-05,0.001,0.0025224,5.18181818181818,2.30341520792079
43,154,Normal,5000,20000,5e-05,0.001,0.0042765,8.54545454545455,3.8053002970297
43,155,Normal,7500,30000,5e-05,0.001,0.00661746666666667,11.6363636363636,6.34322056930693
43,156,Normal,10000,40000,5e-05,0.001,0.00811825,15.1363636363636,8.17320826732673
43,157,Normal,25000,1e+05,5e-05,0.001,0.00987466,25.5454545454545,13.4171079207921
43,158,Normal,50000,2e+05,5e-05,0.001,0.0113323,42.1363636363636,25.5065955445545
43,159,Normal,75000,3e+05,5e-05,0.001,0.01157,56.7727272727273,35.7041653465347
43,160,Normal,1e+05,4e+05,5e-05,0.001,0.0121389,74.2272727272727,49.5970311881188
43,161,Normal,500,2000,5e-05,0.001,-0.000230000000000004,2.31818181818182,0.607891375742574
43,162,Normal,1000,4000,5e-05,0.001,0.0006205,2.45454545454545,0.564818232178218
43,163,Normal,2500,10000,5e-05,0.001,0.00279,4.86363636363636,2.85329085643564
43,164,Normal,5000,20000,5e-05,0.001,0.0049806,8.77272727272727,4.04996718811881
43,165,Normal,7500,30000,5e-05,0.001,0.00590493333333333,11,4.86007242574257
43,166,Normal,10000,40000,5e-05,0.001,0.0067356,14.1363636363636,6.16474866336634
43,167,Normal,25000,1e+05,5e-05,0.001,0.00948474,25.8181818181818,12.5716457920792
43,168,Normal,50000,2e+05,5e-05,0.001,0.011599,44.5909090909091,26.279050990099
43,169,Normal,75000,3e+05,5e-05,0.001,0.0121322666666667,54.8181818181818,39.7017574257426
43,170,Normal,1e+05,4e+05,5e-05,0.001,0.01205755,69.2727272727273,50.0438925742574
43,171,Normal,500,2000,5e-05,0.001,0,1.31818181818182,0.00109083809356436
43,172,Normal,1000,4000,5e-05,0.001,0.0021855,2.77272727272727,1.2408143949382
43,173,Normal,2500,10000,5e-05,0.001,0.0029972,5,2.05584543564356
43,174,Normal,5000,20000,5e-05,0.001,0.0047452,8.04545454545455,4.20002252475248
43,175,Normal,7500,30000,5e-05,0.001,0.00645586666666667,11.6363636363636,6.19810217821782
43,176,Normal,10000,40000,5e-05,0.001,0.0074636,14.8181818181818,7.2239298019802
43,177,Normal,25000,1e+05,5e-05,0.001,0.00965204,26.2727272727273,13.691092970297
43,178,Normal,50000,2e+05,5e-05,0.001,0.0112583,42.5454545454546,25.4036118316832
43,179,Normal,75000,3e+05,5e-05,0.001,0.0117122666666667,57.2727272727273,37.3466945544554
43,180,Normal,1e+05,4e+05,5e-05,0.001,0.0123688,69.9545454545455,50.9569658415842
43,181,Normal,500,2000,5e-05,0.001,0,1.22727272727273,0.0155939902140594
43,182,Normal,1000,4000,5e-05,0.001,0.000947000000000003,2.18181818181818,0.290594855752947
43,183,Normal,2500,10000,5e-05,0.001,0.0027234,5.27272727272727,2.3946333019802
43,184,Normal,5000,20000,5e-05,0.001,0.0042274,9.59090909090909,3.74700698019802
43,185,Normal,7500,30000,5e-05,0.001,0.00536506666666667,13.3636363636364,5.01617331683168
43,186,Normal,10000,40000,5e-05,0.001,0.00725885,13.8636363636364,6.91280861386139
43,187,Normal,25000,1e+05,5e-05,0.001,0.00950494,25.7272727272727,13.2902499504951
43,188,Normal,50000,2e+05,5e-05,0.001,0.0115448,40.1363636363636,26.0006549504951
43,189,Normal,75000,3e+05,5e-05,0.001,0.0117684666666667,56.8636363636364,37.0636217821782
43,190,Normal,1e+05,4e+05,5e-05,0.001,0.01223275,69.0909090909091,49.9168876237624
43,191,Normal,500,2000,5e-05,0.001,0,1.04545454545455,0.000296151623762376
43,192,Normal,1000,4000,5e-05,0.001,0.0012475,1.95454545454545,0.948822150134151
43,193,Normal,2500,10000,5e-05,0.001,0.0030718,5.22727272727273,2.81339379207921
43,194,Normal,5000,20000,5e-05,0.001,0.0046136,8.95454545454546,4.56257123762376
43,195,Normal,7500,30000,5e-05,0.001,0.00627526666666666,11.1818181818182,5.49468292079208
43,196,Normal,10000,40000,5e-05,0.001,0.0071754,14.3636363636364,6.49303811881188
43,197,Normal,25000,1e+05,5e-05,0.001,0.01009538,25.5909090909091,14.2246308415842
43,198,Normal,50000,2e+05,5e-05,0.001,0.0113686,41.5,25.4117375742574
43,199,Normal,75000,3e+05,5e-05,0.001,0.0119906,54.6818181818182,37.5667257425743
43,200,Normal,1e+05,4e+05,5e-05,0.001,0.0116581,69.0909090909091,49.070400990099
44,1,Normal,500,2000,1e-04,0.001,0.002733,2.13636363636364,0.824916881225397
44,2,Normal,1000,4000,1e-04,0.001,0.000811,2.36363636363636,0.232247391582644
44,3,Normal,2500,10000,1e-04,0.001,0.0043602,6.59090909090909,3.64989089108911
44,4,Normal,5000,20000,1e-04,0.001,0.0084419,12,7.54861396039604
44,5,Normal,7500,30000,1e-04,0.001,0.00993586666666667,16.2727272727273,9.75330851485148
44,6,Normal,10000,40000,1e-04,0.001,0.01015425,19.2727272727273,10.6959336138614
44,7,Normal,25000,1e+05,1e-04,0.001,0.01346532,36.7727272727273,21.5844158415842
44,8,Normal,50000,2e+05,1e-04,0.001,0.0149025,61.3636363636364,40.670851980198
44,9,Normal,75000,3e+05,1e-04,0.001,0.0150636,82.7727272727273,59.0334613861386
44,10,Normal,1e+05,4e+05,1e-04,0.001,0.01553265,109.636363636364,79.3836608910891
44,11,Normal,500,2000,1e-04,0.001,0.000832999999999998,2.18181818181818,1.07182802029703
44,12,Normal,1000,4000,1e-04,0.001,0.000657999999999994,2.90909090909091,0.662171553960396
44,13,Normal,2500,10000,1e-04,0.001,0.0034532,6.95454545454545,3.02183744059406
44,14,Normal,5000,20000,1e-04,0.001,0.0070547,11.8636363636364,5.61854282178218
44,15,Normal,7500,30000,1e-04,0.001,0.007817,16.5454545454545,7.72084074257426
44,16,Normal,10000,40000,1e-04,0.001,0.0088417,17.9090909090909,8.60726534653465
44,17,Normal,25000,1e+05,1e-04,0.001,0.01284552,37.0454545454546,20.2844426732673
44,18,Normal,50000,2e+05,1e-04,0.001,0.0145795,62.0454545454546,38.9948400990099
44,19,Normal,75000,3e+05,1e-04,0.001,0.0148616666666667,83.7727272727273,57.2416103960396
44,20,Normal,1e+05,4e+05,1e-04,0.001,0.01496665,107.590909090909,77.4273574257426
44,21,Normal,500,2000,1e-04,0.001,0.000176999999999992,1.54545454545455,0.0120270918850132
44,22,Normal,1000,4000,1e-04,0.001,0.0017105,3.45454545454545,2.16469009405941
44,23,Normal,2500,10000,1e-04,0.001,0.003892,5.63636363636364,3.19852034653465
44,24,Normal,5000,20000,1e-04,0.001,0.0061366,11.7272727272727,4.97417195544554
44,25,Normal,7500,30000,1e-04,0.001,0.00850366666666667,14.7727272727273,7.81844267326733
44,26,Normal,10000,40000,1e-04,0.001,0.01060035,19.0454545454545,10.9192663861386
44,27,Normal,25000,1e+05,1e-04,0.001,0.0133059,35.9545454545455,21.3865239108911
44,28,Normal,50000,2e+05,1e-04,0.001,0.0148557,60.6363636363636,41.1013396039604
44,29,Normal,75000,3e+05,1e-04,0.001,0.0152872,84.0454545454545,59.5799628712871
44,30,Normal,1e+05,4e+05,1e-04,0.001,0.0156865,107.909090909091,79.6949534653465
44,31,Normal,500,2000,1e-04,0.001,0.000233000000000004,1.95454545454545,0.0507676254752475
44,32,Normal,1000,4000,1e-04,0.001,0.0019085,3.36363636363636,0.952753762871287
44,33,Normal,2500,10000,1e-04,0.001,0.0036362,7.63636363636364,3.15978113861386
44,34,Normal,5000,20000,1e-04,0.001,0.0066378,11.6818181818182,5.67110311881188
44,35,Normal,7500,30000,1e-04,0.001,0.00953446666666667,15.8636363636364,8.70473168316832
44,36,Normal,10000,40000,1e-04,0.001,0.00919705,19.5909090909091,9.57180222772277
44,37,Normal,25000,1e+05,1e-04,0.001,0.01337024,38.7272727272727,20.9447899009901
44,38,Normal,50000,2e+05,1e-04,0.001,0.0144849,60.9545454545455,39.2901742574257
44,39,Normal,75000,3e+05,1e-04,0.001,0.015061,84.6818181818182,58.214695049505
44,40,Normal,1e+05,4e+05,1e-04,0.001,0.0152219,104.590909090909,77.3050910891089
44,41,Normal,500,2000,1e-04,0.001,0,1.77272727272727,0.0198269276252475
44,42,Normal,1000,4000,1e-04,0.001,0.001981,3.77272727272727,0.739179438118812
44,43,Normal,2500,10000,1e-04,0.001,0.00475,7.09090909090909,4.67164504950495
44,44,Normal,5000,20000,1e-04,0.001,0.0073003,11.5909090909091,6.22273090594059
44,45,Normal,7500,30000,1e-04,0.001,0.0094914,16.2272727272727,9.15774737623762
44,46,Normal,10000,40000,1e-04,0.001,0.00964895,20.2272727272727,10.2281452970297
44,47,Normal,25000,1e+05,1e-04,0.001,0.01294072,38.5,20.1642407425743
44,48,Normal,50000,2e+05,1e-04,0.001,0.0143765,62.4545454545455,39.9599440594059
44,49,Normal,75000,3e+05,1e-04,0.001,0.0152136666666667,83.3636363636364,59.7726138613862
44,50,Normal,1e+05,4e+05,1e-04,0.001,0.01541435,107.272727272727,78.9064737623762
44,51,Normal,500,2000,1e-04,0.001,0.001041,2.86363636363636,0.538000495049505
44,52,Normal,1000,4000,1e-04,0.001,0.0020345,3.54545454545455,0.560149564356436
44,53,Normal,2500,10000,1e-04,0.001,0.0053958,7.40909090909091,4.58041986633663
44,54,Normal,5000,20000,1e-04,0.001,0.0070466,11.8636363636364,6.62585405940594
44,55,Normal,7500,30000,1e-04,0.001,0.00865213333333333,15.7727272727273,7.94140292079208
44,56,Normal,10000,40000,1e-04,0.001,0.0104536,18.1818181818182,10.3769943069307
44,57,Normal,25000,1e+05,1e-04,0.001,0.01316354,36.8181818181818,21.8610757425743
44,58,Normal,50000,2e+05,1e-04,0.001,0.0143074,61.6363636363636,39.2159861386139
44,59,Normal,75000,3e+05,1e-04,0.001,0.0144872,87.5,56.8761782178218
44,60,Normal,1e+05,4e+05,1e-04,0.001,0.01523215,105.454545454545,78.0500311881188
44,61,Normal,500,2000,1e-04,0.001,-0.000177999999999997,1.77272727272727,0.0230458589351485
44,62,Normal,1000,4000,1e-04,0.001,0.001181,2.40909090909091,0.552806025678218
44,63,Normal,2500,10000,1e-04,0.001,0.0041826,6.40909090909091,3.21163148019802
44,64,Normal,5000,20000,1e-04,0.001,0.0069637,10.8181818181818,5.59392391584158
44,65,Normal,7500,30000,1e-04,0.001,0.00871566666666667,15.2727272727273,8.48505772277228
44,66,Normal,10000,40000,1e-04,0.001,0.0102741,19,10.2773806930693
44,67,Normal,25000,1e+05,1e-04,0.001,0.01317926,36.5,21.1978599009901
44,68,Normal,50000,2e+05,1e-04,0.001,0.0146897,60.2272727272727,39.7135633663366
44,69,Normal,75000,3e+05,1e-04,0.001,0.0153870666666667,84.3181818181818,60.4740589108911
44,70,Normal,1e+05,4e+05,1e-04,0.001,0.01541765,106.409090909091,78.7577346534654
44,71,Normal,500,2000,1e-04,0.001,0.000568999999999988,1.54545454545455,0.102624938310317
44,72,Normal,1000,4000,1e-04,0.001,0.0025575,3.72727272727273,1.80238033663366
44,73,Normal,2500,10000,1e-04,0.001,0.0041498,7.18181818181818,2.6380647970297
44,74,Normal,5000,20000,1e-04,0.001,0.0060445,11.1818181818182,5.00957282178218
44,75,Normal,7500,30000,1e-04,0.001,0.0086066,16.5454545454545,8.61708584158416
44,76,Normal,10000,40000,1e-04,0.001,0.01007365,19.5,10.4023995049505
44,77,Normal,25000,1e+05,1e-04,0.001,0.01336606,38.2272727272727,21.3292554455446
44,78,Normal,50000,2e+05,1e-04,0.001,0.0141459,62.3181818181818,38.7129396039604
44,79,Normal,75000,3e+05,1e-04,0.001,0.0149537333333333,87.5454545454546,58.5223797029703
44,80,Normal,1e+05,4e+05,1e-04,0.001,0.01483175,106.5,75.7389653465347
44,81,Normal,500,2000,1e-04,0.001,0.000135000000000005,1.5,0.0528035671089109
44,82,Normal,1000,4000,1e-04,0.001,0.0021175,3.40909090909091,1.95092034653465
44,83,Normal,2500,10000,1e-04,0.001,0.0033158,5.5,1.96684943069307
44,84,Normal,5000,20000,1e-04,0.001,0.0066903,11.1363636363636,6.40438876237624
44,85,Normal,7500,30000,1e-04,0.001,0.00750833333333333,15.8181818181818,6.38122603960396
44,86,Normal,10000,40000,1e-04,0.001,0.00900395,19,9.25491440594059
44,87,Normal,25000,1e+05,1e-04,0.001,0.01244168,36.5454545454546,19.370605990099
44,88,Normal,50000,2e+05,1e-04,0.001,0.0145849,63.6363636363636,40.4467336633663
44,89,Normal,75000,3e+05,1e-04,0.001,0.0148286,83.5454545454546,56.7949787128713
44,90,Normal,1e+05,4e+05,1e-04,0.001,0.0152106,105.090909090909,76.4140099009901
44,91,Normal,500,2000,1e-04,0.001,0,1.18181818181818,0.000398659311980198
44,92,Normal,1000,4000,1e-04,0.001,0.000608500000000007,2.90909090909091,0.78048598019802
44,93,Normal,2500,10000,1e-04,0.001,0.0036914,6.77272727272727,2.90770626237624
44,94,Normal,5000,20000,1e-04,0.001,0.0071551,11.9090909090909,6.70728361386139
44,95,Normal,7500,30000,1e-04,0.001,0.00877553333333333,17,8.06175603960396
44,96,Normal,10000,40000,1e-04,0.001,0.01019105,19.1363636363636,10.4948427722772
44,97,Normal,25000,1e+05,1e-04,0.001,0.0130748,36.5,21.587772970297
44,98,Normal,50000,2e+05,1e-04,0.001,0.0146151,60.5454545454546,40.2333846534653
44,99,Normal,75000,3e+05,1e-04,0.001,0.0152364,84.1363636363636,59.573447029703
44,100,Normal,1e+05,4e+05,1e-04,0.001,0.01529845,106.181818181818,77.999848019802
44,101,Normal,500,2000,1e-04,0.001,0,1.45454545454545,0.0105935669306931
44,102,Normal,1000,4000,1e-04,0.001,0.003182,3.13636363636364,2.11095660273218
44,103,Normal,2500,10000,1e-04,0.001,0.0038182,6.90909090909091,3.28377356435644
44,104,Normal,5000,20000,1e-04,0.001,0.0061128,11.0909090909091,4.9382950990099
44,105,Normal,7500,30000,1e-04,0.001,0.00934446666666667,15.6818181818182,8.46622747524753
44,106,Normal,10000,40000,1e-04,0.001,0.0089309,19.2272727272727,9.39624252475248
44,107,Normal,25000,1e+05,1e-04,0.001,0.01328436,36.3636363636364,21.3421143564356
44,108,Normal,50000,2e+05,1e-04,0.001,0.0147369,62.8181818181818,40.1977272277228
44,109,Normal,75000,3e+05,1e-04,0.001,0.0151138,86.8181818181818,59.3985440594059
44,110,Normal,1e+05,4e+05,1e-04,0.001,0.01558565,109.409090909091,80.4678589108911
44,111,Normal,500,2000,1e-04,0.001,0.000427000000000007,1.86363636363636,0.0563121478397512
44,112,Normal,1000,4000,1e-04,0.001,0.003895,3.31818181818182,1.79901820792079
44,113,Normal,2500,10000,1e-04,0.001,0.0045506,6.54545454545455,3.04077626237624
44,114,Normal,5000,20000,1e-04,0.001,0.0065973,11.0454545454545,5.51872064356436
44,115,Normal,7500,30000,1e-04,0.001,0.00791186666666667,16.4090909090909,7.49035608910891
44,116,Normal,10000,40000,1e-04,0.001,0.01037365,20.5,11.1814665841584
44,117,Normal,25000,1e+05,1e-04,0.001,0.01363874,37.4545454545455,21.9263465346535
44,118,Normal,50000,2e+05,1e-04,0.001,0.014646,61.5909090909091,40.259099009901
44,119,Normal,75000,3e+05,1e-04,0.001,0.0150954666666667,84.9545454545455,58.3791321782178
44,120,Normal,1e+05,4e+05,1e-04,0.001,0.01549225,106.636363636364,77.5257495049505
44,121,Normal,500,2000,1e-04,0.001,0,1.22727272727273,0.00656173776163366
44,122,Normal,1000,4000,1e-04,0.001,0.00374,3.27272727272727,2.01393951433322
44,123,Normal,2500,10000,1e-04,0.001,0.0024014,7.68181818181818,1.49395001980198
44,124,Normal,5000,20000,1e-04,0.001,0.0071197,10.8181818181818,6.60279975247525
44,125,Normal,7500,30000,1e-04,0.001,0.00964006666666667,15.3181818181818,8.78991504950495
44,126,Normal,10000,40000,1e-04,0.001,0.0097282,18.0909090909091,9.88649059405941
44,127,Normal,25000,1e+05,1e-04,0.001,0.01297738,35.9090909090909,21.2789192574257
44,128,Normal,50000,2e+05,1e-04,0.001,0.0148786,62.2727272727273,40.2400336633663
44,129,Normal,75000,3e+05,1e-04,0.001,0.0146250666666667,84.2727272727273,56.659447029703
44,130,Normal,1e+05,4e+05,1e-04,0.001,0.0153339,111.227272727273,79.6113297029703
44,131,Normal,500,2000,1e-04,0.001,0.000944000000000003,2.18181818181818,0.379554763775099
44,132,Normal,1000,4000,1e-04,0.001,0.001251,4.72727272727273,0.713896168316832
44,133,Normal,2500,10000,1e-04,0.001,0.0034572,6.45454545454545,2.44320316336634
44,134,Normal,5000,20000,1e-04,0.001,0.0059184,11.7727272727273,4.67896
44,135,Normal,7500,30000,1e-04,0.001,0.0081162,16.3636363636364,7.6874549009901
44,136,Normal,10000,40000,1e-04,0.001,0.01077435,19,11.3056088118812
44,137,Normal,25000,1e+05,1e-04,0.001,0.01248938,37.5,19.9212449504951
44,138,Normal,50000,2e+05,1e-04,0.001,0.0143767,60.0454545454546,39.3609381188119
44,139,Normal,75000,3e+05,1e-04,0.001,0.0149249333333333,85.3636363636364,58.6474925742574
44,140,Normal,1e+05,4e+05,1e-04,0.001,0.01546105,110.363636363636,80.4575420792079
44,141,Normal,500,2000,1e-04,0.001,0.002834,2.04545454545455,0.858501675247027
44,142,Normal,1000,4000,1e-04,0.001,0.001187,2.18181818181818,0.329894832782797
